"","BFISH","MISSION_ID","DROP_CD","VIDEO_FRAME","TIME_FROM_TOUCHDOWN_MIN","SPECIES_CD","SCIENTIFIC_NAME","COMMON_NAME","MAXN","DATA_TYPE","SEQUENCE_NR","CREATE_DTM","CREATED_BY","LAST_MOD_DTM","LAST_MOD_BY"
"1","BFISH_2016_F","SE1701","20161029_235715",9310,6.0722,"SEDU","Seriola dumerili","Greater amberjack",NA,"non-target","00000274",NA,NA,NA,NA
"2","BFISH_2016_F","SE1701","20161029_235715",5680,1.0306,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000275",NA,NA,NA,NA
"3","BFISH_2016_F","SE1701","20161030_001103",8541,5.4972,"RAFI","Randallichthys filamentosus","Randall's snapper",NA,"non-target","00000276",NA,NA,NA,NA
"4","BFISH_2016_F","SE1701","20161030_001103",5186,0.8375,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000277",NA,NA,NA,NA
"5","BFISH_2016_F","SE1701","20161030_001103",4758,0.2431,"LUSP","Lutjanid sp.","Snapper sp.",NA,"non-target","00000278",NA,NA,NA,NA
"6","BFISH_2016_F","SE1701","20161030_001103",6294,2.3764,"ETCA","Etelis carbunculus","Ehu",2,"MaxN","00000279",NA,NA,NA,NA
"7","BFISH_2016_F","SE1701","20161030_004653",3220,2.4236,"APAR","Apolemichthys arcuatus","Banded angelfish",NA,"non-target","00000280",NA,NA,NA,NA
"8","BFISH_2016_F","SE1701","20161030_004653",6899,7.5333,"AUCH","Aulostomus chinensis","Chinese trumpetfish",NA,"non-target","00000281",NA,NA,NA,NA
"9","BFISH_2016_F","SE1701","20161030_004653",11744,14.2625,"BOAL","Bodianus albotaeniatus","Hawaiian hogfish",NA,"non-target","00000282",NA,NA,NA,NA
"10","BFISH_2016_F","SE1701","20161030_004653",1475,0,"SESP","Seriola sp.","Amberjack sp.",NA,"non-target","00000283",NA,NA,NA,NA
"11","BFISH_2016_F","SE1701","20161030_004653",1475,0,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000284",NA,NA,NA,NA
"12","BFISH_2016_F","SE1701","20161030_004653",1722,0.3431,"XACA","Xanthichthys caeruleolineatus","Bluelined triggerfish",NA,"non-target","00000285",NA,NA,NA,NA
"13","BFISH_2016_F","SE1701","20161030_004653",1475,0,"DAMS","Chromis sp.","Damselfish sp.",NA,"non-target","00000286",NA,NA,NA,NA
"14","BFISH_2016_F","SE1701","20161030_004653",7632,8.5514,"LUSP","Lutjanid sp.","Snapper sp.",NA,"non-target","00000287",NA,NA,NA,NA
"15","BFISH_2016_F","SE1701","20161030_004653",2357,1.225,"GROU","Serranid sp.","Grouper",NA,"non-target","00000288",NA,NA,NA,NA
"16","BFISH_2016_F","SE1701","20161030_004653",10992,13.2181,"PRFI","Pristipomoides filamentosus","Opakapaka",1,"MaxN","00000289",NA,NA,NA,NA
"17","BFISH_2016_F","SE1701","20161030_005556",13505,18.7569,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000290",NA,NA,NA,NA
"18","BFISH_2016_F","SE1701","20161030_180946",11757,12.3583,"PRSP","Pristipomoides sp.","Jobfish",3,"MaxN","00000291",NA,NA,NA,NA
"19","BFISH_2016_F","SE1701","20161030_180946",5888,4.2069,"GYSP","Gymnothorax sp.","Moray sp.",NA,"non-target","00000292",NA,NA,NA,NA
"20","BFISH_2016_F","SE1701","20161030_180946",5687,3.9278,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000293",NA,NA,NA,NA
"21","BFISH_2016_F","SE1701","20161030_180946",9683,9.4778,"PRFI","Pristipomoides filamentosus","Opakapaka",1,"MaxN","00000294",NA,NA,NA,NA
"22","BFISH_2016_F","SE1701","20161030_181404",9920,6.1875,"GYSP","Gymnothorax sp.","Moray sp.",NA,"non-target","00000295",NA,NA,NA,NA
"23","BFISH_2016_F","SE1701","20161030_181404",5629,0.2278,"ODFU","Odontanthias fuscipinnis","Hawaiian deep anthias",NA,"non-target","00000296",NA,NA,NA,NA
"24","BFISH_2016_F","SE1701","20161030_181404",5629,0.2278,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000297",NA,NA,NA,NA
"25","BFISH_2016_F","SE1701","20161030_181404",7382,2.6625,"ETCA","Etelis carbunculus","Ehu",2,"MaxN","00000298",NA,NA,NA,NA
"26","BFISH_2016_F","SE1701","20161030_181404",10311,6.7306,"PRSI","Pristipomoides sieboldii","Kalekale",12,"MaxN","00000299",NA,NA,NA,NA
"27","BFISH_2016_F","SE1701","20161030_181404",16221,14.9389,"PRFI","Pristipomoides filamentosus","Opakapaka",1,"MaxN","00000300",NA,NA,NA,NA
"28","BFISH_2016_F","SE1701","20161030_182007",7326,6.2375,"GYSP","Gymnothorax sp.","Moray sp.",NA,"non-target","00000301",NA,NA,NA,NA
"29","BFISH_2016_F","SE1701","20161030_182007",3545,0.9861,"PRAL","Priacanthus alalaua","Alalaua",NA,"non-target","00000302",NA,NA,NA,NA
"30","BFISH_2016_F","SE1701","20161030_182007",7529,6.5194,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000303",NA,NA,NA,NA
"31","BFISH_2016_F","SE1701","20161030_182007",10488,10.6292,"PRSI","Pristipomoides sieboldii","Kalekale",4,"MaxN","00000304",NA,NA,NA,NA
"32","BFISH_2016_F","SE1701","20161030_182706",11188,8.6708,"MUPF","Mulloidichthys pfluegeri","Orange goatfish",NA,"non-target","00000305",NA,NA,NA,NA
"33","BFISH_2016_F","SE1701","20161030_182706",10841,8.1889,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000306",NA,NA,NA,NA
"34","BFISH_2016_F","SE1701","20161030_182706",5726,1.0847,"PRFI","Pristipomoides filamentosus","Opakapaka",3,"MaxN","00000307",NA,NA,NA,NA
"35","BFISH_2016_F","SE1701","20161030_192145",3733,5.1847,"ETCA","Etelis carbunculus","Ehu",3,"MaxN","00000308",NA,NA,NA,NA
"36","BFISH_2016_F","SE1701","20161030_192145",387,0.5375,"PRZO","Pristipomoides zonatus","Gindai",1,"MaxN","00000309",NA,NA,NA,NA
"37","BFISH_2016_F","SE1701","20161030_192936",2774,0.2417,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000310",NA,NA,NA,NA
"38","BFISH_2016_F","SE1701","20161030_192936",4391,2.4875,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000311",NA,NA,NA,NA
"39","BFISH_2016_F","SE1701","20161030_192936",11202,11.9472,"PRFI","Pristipomoides filamentosus","Opakapaka",1,"MaxN","00000312",NA,NA,NA,NA
"40","BFISH_2016_F","SE1701","20161030_194035",13482,9.4236,"HEDI","Heniochus diphreutus","False moorish idol",NA,"non-target","00000313",NA,NA,NA,NA
"41","BFISH_2016_F","SE1701","20161030_194035",7192,0.6875,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000314",NA,NA,NA,NA
"42","BFISH_2016_F","SE1701","20161030_194035",7007,0.4306,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000315",NA,NA,NA,NA
"43","BFISH_2016_F","SE1701","20161030_194035",13482,9.4236,"OXUN","Oxycheilinus unifasciatus","Ringtail wrasse",NA,"non-target","00000316",NA,NA,NA,NA
"44","BFISH_2016_F","SE1701","20161030_194035",13482,9.4236,"GROU","Serranid sp.","Grouper",NA,"non-target","00000317",NA,NA,NA,NA
"45","BFISH_2016_F","SE1701","20161030_194035",10650,5.4903,"PRSI","Pristipomoides sieboldii","Kalekale",7,"MaxN","00000318",NA,NA,NA,NA
"46","BFISH_2016_F","SE1701","20161030_200219",5544,2.4847,"ACSP","Acanthurid sp.","Surgeonfish sp.",NA,"non-target","00000319",NA,NA,NA,NA
"47","BFISH_2016_F","SE1701","20161030_200219",6715,4.1111,"ACXA","Acanthurus xanthopterus","Yellowfin surgeonfish",NA,"non-target","00000320",NA,NA,NA,NA
"48","BFISH_2016_F","SE1701","20161030_200219",3755,0,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000321",NA,NA,2020-05-14 11:16:30,"BFISH"
"49","BFISH_2016_F","SE1701","20161030_200219",9060,7.3681,"PRSI","Pristipomoides sieboldii","Kalekale",14,"MaxN","00000322",NA,NA,NA,NA
"50","BFISH_2016_F","SE1701","20161030_210907",11949,16.5958,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000323",NA,NA,NA,NA
"51","BFISH_2016_F","SE1701","20161030_212002",7778,10.8014,"GYSP","Gymnothorax sp.","Moray sp.",NA,"non-target","00000324",NA,NA,NA,NA
"52","BFISH_2016_F","SE1701","20161030_212002",4041,5.6111,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000325",NA,NA,NA,NA
"53","BFISH_2016_F","SE1701","20161030_212002",2312,3.2097,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000326",NA,NA,NA,NA
"54","BFISH_2016_F","SE1701","20161030_212002",6029,8.3722,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000327",NA,NA,NA,NA
"55","BFISH_2016_F","SE1701","20161030_224129",1067,0,"ACSP","Acanthurid sp.","Surgeonfish sp.",NA,"non-target","00000328",NA,NA,NA,NA
"56","BFISH_2016_F","SE1701","20161030_224129",11262,14.1597,"JACK","Carangid sp.","Jack sp.",NA,"non-target","00000329",NA,NA,NA,NA
"57","BFISH_2016_F","SE1701","20161030_224129",1671,0.8389,"BOAL","Bodianus albotaeniatus","Hawaiian hogfish",NA,"non-target","00000330",NA,NA,NA,NA
"58","BFISH_2016_F","SE1701","20161030_224129",1067,0,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000331",NA,NA,NA,NA
"59","BFISH_2016_F","SE1701","20161030_225112",3853,3.1569,"BOAL","Bodianus albotaeniatus","Hawaiian hogfish",NA,"non-target","00000332",NA,NA,NA,NA
"60","BFISH_2016_F","SE1701","20161030_225112",6113,6.2958,"HEDI","Heniochus diphreutus","False moorish idol",NA,"non-target","00000333",NA,NA,NA,NA
"61","BFISH_2016_F","SE1701","20161030_225112",2673,1.5181,"LUKA","Lutjanus kasmira","Bluestripe snapper",NA,"non-target","00000334",NA,NA,NA,NA
"62","BFISH_2016_F","SE1701","20161030_225112",2554,1.3528,"NASP","Naso sp.","unicornfish sp.",NA,"non-target","00000335",NA,NA,NA,NA
"63","BFISH_2016_F","SE1701","20161030_225112",2171,0.8208,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000336",NA,NA,NA,NA
"64","BFISH_2016_F","SE1701","20161030_225112",3691,2.9319,"XAME","Xanthichthys mento","Redtail triggerfish",NA,"non-target","00000337",NA,NA,NA,NA
"65","BFISH_2016_F","SE1701","20161030_225112",6921,7.4181,"HEPO","Hemitaurichthys polylepis","Pyramid butterflyfish",NA,"non-target","00000338",NA,NA,2020-05-14 11:16:30,"BFISH"
"66","BFISH_2016_F","SE1701","20161030_225112",2673,1.5181,"PRZO","Pristipomoides zonatus","Gindai",1,"MaxN","00000339",NA,NA,NA,NA
"67","BFISH_2016_F","SE1701","20161030_234000",4691,6.5153,"BOAL","Bodianus albotaeniatus","Hawaiian hogfish",NA,"non-target","00000340",NA,NA,NA,NA
"68","BFISH_2016_F","SE1701","20161030_234000",3370,4.6806,"CAME","Caranx melampygus","Bluefin trevally",NA,"non-target","00000341",NA,NA,NA,NA
"69","BFISH_2016_F","SE1701","20161014_191608",7490,3.8556,"SESP","Seriola sp.","Amberjack sp.",NA,"non-target","00000001",NA,NA,NA,NA
"70","BFISH_2016_F","SE1701","20161014_192048",4357,0.9486,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000002",NA,NA,NA,NA
"71","BFISH_2016_F","SE1701","20161014_192048",12948,12.8806,"PRFI","Pristipomoides filamentosus","Opakapaka",8,"MaxN","00000003",NA,NA,NA,NA
"72","BFISH_2016_F","SE1701","20161014_192420",8809,0.1611,"SEDU","Seriola dumerili","Greater amberjack",NA,"non-target","00000004",NA,NA,NA,NA
"73","BFISH_2016_F","SE1701","20161014_192420",8796,0.1431,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000005",NA,NA,NA,NA
"74","BFISH_2016_F","SE1701","20161014_192420",18939,14.2305,"PRSI","Pristipomoides sieboldii","Kalekale",4,"MaxN","00000006",NA,NA,NA,NA
"75","BFISH_2016_F","SE1701","20161014_193328",7503,9.0431,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000007",NA,NA,NA,NA
"76","BFISH_2016_F","SE1701","20161014_194910",14402,20.0028,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000008",NA,NA,NA,NA
"77","BFISH_2016_F","SE1701","20161014_195142",1822,1.0639,"SEDU","Seriola dumerili","Greater amberjack",NA,"non-target","00000009",NA,NA,NA,NA
"78","BFISH_2016_F","SE1701","20161014_195142",1859,1.1153,"PRFI","Pristipomoides filamentosus","Opakapaka",23,"MaxN","00000010",NA,NA,NA,NA
"79","BFISH_2016_F","SE1701","20161014_205322",10197,9.3889,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000011",NA,NA,NA,NA
"80","BFISH_2016_F","SE1701","20161014_205322",6555,4.3306,"PRSI","Pristipomoides sieboldii","Kalekale",21,"MaxN","00000012",NA,NA,NA,NA
"81","BFISH_2016_F","SE1701","20161014_210340",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000013",NA,NA,NA,NA
"82","BFISH_2016_F","SE1701","20161014_211507",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000014",NA,NA,NA,NA
"83","BFISH_2016_F","SE1701","20161014_212641",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000015",NA,NA,NA,NA
"84","BFISH_2016_F","SE1701","20161014_223018",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000016",NA,NA,NA,NA
"85","BFISH_2016_F","SE1701","20161014_224144",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000017",NA,NA,NA,NA
"86","BFISH_2016_F","SE1701","20161014_224309",5947,4.8236,"APVI","Aprion virescens","Green jobfish",NA,"non-target","00000018",NA,NA,NA,NA
"87","BFISH_2016_F","SE1701","20161014_224309",3119,0.8958,"CHVE","Chromis verater","Threespot chromis",NA,"non-target","00000019",NA,NA,NA,NA
"88","BFISH_2016_F","SE1701","20161014_224309",9451,9.6903,"DASY","Dasyatidae sp.","Stingray sp.",NA,"non-target","00000020",NA,NA,NA,NA
"89","BFISH_2016_F","SE1701","20161014_224309",3218,1.0333,"LUKA","Lutjanus kasmira","Bluestripe snapper",NA,"non-target","00000021",NA,NA,NA,NA
"90","BFISH_2016_F","SE1701","20161014_232917",3495,2.0153,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000022",NA,NA,NA,NA
"91","BFISH_2016_F","SE1701","20161014_235433",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000023",NA,NA,NA,NA
"92","BFISH_2016_F","SE1701","20161015_000823",4546,3.1931,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000024",NA,NA,NA,NA
"93","BFISH_2016_F","SE1701","20161015_003931",4230,2.6819,"NASP","Naso sp.","unicornfish sp.",NA,"non-target","00000025",NA,NA,NA,NA
"94","BFISH_2016_F","SE1701","20161015_010833",NA,NA,"DARK","too dark to annotate","dark",NA,"other","00000026",NA,NA,NA,NA
"95","BFISH_2016_F","SE1701","20161015_012343",2894,0.3403,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000027",NA,NA,NA,NA
"96","BFISH_2016_F","SE1701","20161018_181200",7522,8.4972,"GEPE","Genicanthus personatus","Masked Angelfish",NA,"non-target","00000028",NA,NA,NA,NA
"97","BFISH_2016_F","SE1701","20161018_181200",2819,1.9653,"LUKA","Lutjanus kasmira","Bluestripe snapper",NA,"non-target","00000029",NA,NA,NA,NA
"98","BFISH_2016_F","SE1701","20161018_181200",1404,0,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000030",NA,NA,NA,NA
"99","BFISH_2016_F","SE1701","20161018_181200",2167,1.0597,"SUFR","Sufflamen fraenatum","Masked triggerfish",NA,"non-target","00000031",NA,NA,NA,NA
"100","BFISH_2016_F","SE1701","20161018_181200",1456,0.0722,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000032",NA,NA,2020-05-14 11:16:30,"BFISH"
"101","BFISH_2016_F","SE1701","20161018_182757",1679,1.4625,"CAPL","Carcharhinus plumbeus","Sandbar shark",NA,"non-target","00000033",NA,NA,NA,NA
"102","BFISH_2016_F","SE1701","20161018_182757",3832,4.4528,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000034",NA,NA,NA,NA
"103","BFISH_2016_F","SE1701","20161018_182757",11291,14.8125,"PRSI","Pristipomoides sieboldii","Kalekale",4,"MaxN","00000035",NA,NA,NA,NA
"104","BFISH_2016_F","SE1701","20161018_182905",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000036",NA,NA,NA,NA
"105","BFISH_2016_F","SE1701","20161018_184911",2205,3.0583,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000037",NA,NA,NA,NA
"106","BFISH_2016_F","SE1701","20161018_184911",2684,3.7236,"TORA","Torquigener randalli","Randall's puffer",NA,"non-target","00000038",NA,NA,NA,NA
"107","BFISH_2016_F","SE1701","20161018_184911",9419,13.0778,"PRSI","Pristipomoides sieboldii","Kalekale",2,"MaxN","00000039",NA,NA,NA,NA
"108","BFISH_2016_F","SE1701","20161018_201014",4155,0.3625,"CAPL","Carcharhinus plumbeus","Sandbar shark",NA,"non-target","00000040",NA,NA,NA,NA
"109","BFISH_2016_F","SE1701","20161018_201014",13619,13.5069,"RASP","Rajiform sp.","Ray sp.",NA,"non-target","00000041",NA,NA,NA,NA
"110","BFISH_2016_F","SE1701","20161018_201014",4511,0.8569,"SESP","Seriola sp.","Amberjack sp.",NA,"non-target","00000042",NA,NA,NA,NA
"111","BFISH_2016_F","SE1701","20161018_201014",4117,0.3097,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000043",NA,NA,NA,NA
"112","BFISH_2016_F","SE1701","20161018_202700",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000044",NA,NA,NA,NA
"113","BFISH_2016_F","SE1701","20161018_205751",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000045",NA,NA,NA,NA
"114","BFISH_2016_F","SE1701","20161018_210932",14570,12.8722,"EESP","Anguilliformes sp.","Eel sp. ",NA,"non-target","00000046",NA,NA,NA,NA
"115","BFISH_2016_F","SE1701","20161018_222205",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000047",NA,NA,NA,NA
"116","BFISH_2016_F","SE1701","20161018_223816",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000048",NA,NA,NA,NA
"117","BFISH_2016_F","SE1701","20161018_223817",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000049",NA,NA,NA,NA
"118","BFISH_2016_F","SE1701","20161018_225610",6671,2.9972,"RASP","Rajiform sp.","Ray sp.",NA,"non-target","00000050",NA,NA,NA,NA
"119","BFISH_2016_F","SE1701","20161018_225610",7831,4.6083,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000051",NA,NA,NA,NA
"120","BFISH_2016_F","SE1701","20161019_213538",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000052",NA,NA,NA,NA
"121","BFISH_2016_F","SE1701","20161019_214458",4791,1.5819,"APVI","Aprion virescens","Green jobfish",NA,"non-target","00000053",NA,NA,NA,NA
"122","BFISH_2016_F","SE1701","20161019_214458",5537,2.6181,"CAOR","Carangoides orthogrammus","Island trevally",NA,"non-target","00000054",NA,NA,NA,NA
"123","BFISH_2016_F","SE1701","20161019_214458",3847,0.2708,"DASY","Dasyatidae sp.","Stingray sp.",NA,"non-target","00000055",NA,NA,NA,NA
"124","BFISH_2016_F","SE1701","20161019_215449",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000056",NA,NA,NA,NA
"125","BFISH_2016_F","SE1701","20161019_215831",2225,0.7319,"APVI","Aprion virescens","Green jobfish",NA,"non-target","00000057",NA,NA,NA,NA
"126","BFISH_2016_F","SE1701","20161019_231014",2019,0.3833,"APVI","Aprion virescens","Green jobfish",NA,"non-target","00000058",NA,NA,NA,NA
"127","BFISH_2016_F","SE1701","20161019_231014",8130,8.8708,"GACU","Galeocerdo cuvier","Tiger shark",NA,"non-target","00000059",NA,NA,NA,NA
"128","BFISH_2016_F","SE1701","20161019_232834",3278,0.2528,"GACU","Galeocerdo cuvier","Tiger shark",NA,"non-target","00000060",NA,NA,NA,NA
"129","BFISH_2016_F","SE1701","20161019_232834",8339,7.2819,"PERC","Perciformes","Fish",NA,"non-target","00000061",NA,NA,NA,NA
"130","BFISH_2016_F","SE1701","20161019_232834",8339,7.2819,"DASY","Dasyatidae sp.","Stingray sp.",NA,"non-target","00000062",NA,NA,NA,NA
"131","BFISH_2016_F","SE1701","20161019_234021",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000063",NA,NA,NA,NA
"132","BFISH_2016_F","SE1701","20161020_000456",15271,14.6583,"ETCO","Etelis coruscans","Onaga",3,"MaxN","00000064",NA,NA,NA,NA
"133","BFISH_2016_F","SE1701","20161020_000456",15136,14.4708,"PRSI","Pristipomoides sieboldii","Kalekale",2,"MaxN","00000065",NA,NA,NA,NA
"134","BFISH_2016_F","SE1701","20161020_005624",2013,0.6958,"APVI","Aprion virescens","Green jobfish",NA,"non-target","00000066",NA,NA,NA,NA
"135","BFISH_2016_F","SE1701","20161020_010756",5,0.0028,"APVI","Aprion virescens","Green jobfish",NA,"non-target","00000067",NA,NA,NA,NA
"136","BFISH_2016_F","SE1701","20161020_010756",5,0.0028,"CAOR","Carangoides orthogrammus","Island trevally",NA,"non-target","00000068",NA,NA,NA,NA
"137","BFISH_2016_F","SE1701","20161020_010756",19,0.0222,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000069",NA,NA,NA,NA
"138","BFISH_2016_F","SE1701","20161025_182804",2896,0.575,"APVI","Aprion virescens","Green jobfish",NA,"non-target","00000070",NA,NA,NA,NA
"139","BFISH_2016_F","SE1701","20161025_182804",3182,0.9722,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000071",NA,NA,NA,NA
"140","BFISH_2016_F","SE1701","20161025_183655",2796,1.2042,"APVI","Aprion virescens","Green jobfish",NA,"non-target","00000072",NA,NA,NA,NA
"141","BFISH_2016_F","SE1701","20161025_183655",9545,10.5778,"JACK","Carangid sp.","Jack sp.",NA,"non-target","00000073",NA,NA,NA,NA
"142","BFISH_2016_F","SE1701","20161025_183655",6776,6.7319,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000074",NA,NA,NA,NA
"143","BFISH_2016_F","SE1701","20161025_184926",2226,3.0917,"APVI","Aprion virescens","Green jobfish",NA,"non-target","00000075",NA,NA,NA,NA
"144","BFISH_2016_F","SE1701","20161025_184926",2,0.0028,"SHAR","Carcharinid sp.","Requiem shark sp.",NA,"non-target","00000076",NA,NA,NA,NA
"145","BFISH_2016_F","SE1701","20161025_184926",7845,10.8958,"DESP","Decapterus sp.","Mackerel scad sp.",NA,"non-target","00000077",NA,NA,NA,NA
"146","BFISH_2016_F","SE1701","20161025_184926",497,0.6903,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000078",NA,NA,NA,NA
"147","BFISH_2016_F","SE1701","20161025_185005",NA,NA,"NONE","No Fish in Drop","No Fish in Drop",NA,"other","00000079",NA,NA,NA,NA
"148","BFISH_2016_F","SE1701","20161025_185325",8084,9.5944,"COBA","Coris ballieui","Lined coris",NA,"non-target","00000080",NA,NA,NA,NA
"149","BFISH_2016_F","SE1701","20161025_185325",4034,3.9694,"SPBA","Sphyraena barracuda","Great barracuda",NA,"non-target","00000081",NA,NA,NA,NA
"150","BFISH_2016_F","SE1701","20161025_185325",2359,1.6431,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000082",NA,NA,NA,NA
"151","BFISH_2016_F","SE1701","20161025_192313",11963,13.4694,"PERC","Perciformes","Fish",NA,"non-target","00000083",NA,NA,NA,NA
"152","BFISH_2016_F","SE1701","20161025_192313",12216,13.8208,"PRFI","Pristipomoides filamentosus","Opakapaka",1,"MaxN","00000084",NA,NA,NA,NA
"153","BFISH_2016_F","SE1701","20161025_194231",10342,9.2167,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000085",NA,NA,NA,NA
"154","BFISH_2016_F","SE1701","20161025_194821",1758,1.7,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000086",NA,NA,NA,NA
"155","BFISH_2016_F","SE1701","20161025_194821",573,0.0542,"SESP","Seriola sp.","Amberjack sp.",NA,"non-target","00000087",NA,NA,NA,NA
"156","BFISH_2016_F","SE1701","20161025_194821",2538,2.7833,"PRFI","Pristipomoides filamentosus","Opakapaka",15,"MaxN","00000088",NA,NA,NA,NA
"157","BFISH_2016_F","SE1701","20161025_194821",573,0.0542,"HYQU","Hyporthodus quernus","Hapuupuu",1,"MaxN","00000089",NA,NA,NA,NA
"158","BFISH_2016_F","SE1701","20161025_194846",3630,2.1333,"PRFI","Pristipomoides filamentosus","Opakapaka",1,"MaxN","00000090",NA,NA,NA,NA
"159","BFISH_2016_F","SE1701","20161025_200224",3758,0.2,"SHAR","Carcharinid sp.","Requiem shark sp.",NA,"non-target","00000091",NA,NA,NA,NA
"160","BFISH_2016_F","SE1701","20161025_200224",8411,6.6625,"SERI","Seriola rivoliana","Almaco jack",NA,"non-target","00000092",NA,NA,NA,NA
"161","BFISH_2016_F","SE1701","20161025_200224",6880,4.5361,"SPPA","Sphoeroides pachygaster","Blunthead puffer",NA,"non-target","00000093",NA,NA,NA,NA
"162","BFISH_2016_F","SE1701","20161025_212305",3,0,"SESP","Seriola sp.","Amberjack sp.",NA,"non-target","00000094",NA,NA,NA,NA
"163","BFISH_2016_F","SE1701","20161025_214855",3938,1.1625,"SESP","Seriola sp.","Amberjack sp.",NA,"non-target","00000095",NA,NA,NA,NA
"164","BFISH_2016_F","SE1701","20161025_215024",10577,10.0986,"PERC","Perciformes","Fish",NA,"non-target","00000096",NA,NA,NA,NA
"165","BFISH_2016_F","SE1701","20161025_215024",5152,2.5639,"SUFR","Sufflamen fraenatum","Masked triggerfish",NA,"non-target","00000097",NA,NA,NA,NA
"166","BFISH_2016_F","SE1701","20161025_220119",3926,5.45,"FISH","Teleost sp.","Bony fish sp.",NA,"non-target","00000098",NA,NA,NA,NA
"167","BFISH_2016_F","SE1701","20161025_220505",13793,14.4528,"APVI","Aprion virescens","Green jobfish",NA,"non-target","00000099",NA,NA,NA,NA
"168","BFISH_2016_F","SE1701","20161025_220505",3585,0.275,"BOAL","Bodianus albotaeniatus","Hawaiian hogfish",NA,"non-target","00000100",NA,NA,NA,NA
"169","BFISH_2016_F","SE1701","20161025_220505",12921,13.2417,"CAIG","Caranx ignobilis","Giant trevally",NA,"non-target","00000101",NA,NA,NA,NA
"170","BFISH_2016_F","SE1701","20161025_220505",5040,2.2958,"CAME","Caranx melampygus","Bluefin trevally",NA,"non-target","00000102",NA,NA,NA,NA
"171","BFISH_2016_F","SE1701","20161025_220505",5298,2.6542,"BUTT","Chaetodontid sp.","Butterflyfish sp.",NA,"non-target","00000103",NA,NA,NA,NA
"172","BFISH_2016_F","SE1701","20161025_220505",7193,5.2861,"CHVE","Chromis verater","Threespot chromis",NA,"non-target","00000104",NA,NA,NA,NA
"173","BFISH_2016_F","SE1701","20161025_220505",3437,0.0694,"LUKA","Lutjanus kasmira","Bluestripe snapper",NA,"non-target","00000105",NA,NA,NA,NA
